-1.181818181818e-01,0.000000000000e+00,1.000000000000e+00,-3.545454545455e-01,-1.395247933884e+00
-1.000000000000e-01,0.000000000000e+00,1.000000000000e+00,-3.000000000000e-01,-1.425000000000e+00
-8.181818181818e-02,0.000000000000e+00,1.000000000000e+00,-2.454545454545e-01,-1.449793388430e+00
-6.363636363636e-02,0.000000000000e+00,1.000000000000e+00,-1.909090909091e-01,-1.469628099174e+00
-4.545454545455e-02,0.000000000000e+00,1.000000000000e+00,-1.363636363636e-01,-1.484504132231e+00
-2.727272727273e-02,0.000000000000e+00,1.000000000000e+00,-8.181818181818e-02,-1.494421487603e+00
-9.090909090909e-03,0.000000000000e+00,1.000000000000e+00,-2.727272727273e-02,-1.499380165289e+00
9.090909090909e-03,0.000000000000e+00,1.000000000000e+00,2.727272727273e-02,-1.499380165289e+00
2.727272727273e-02,0.000000000000e+00,1.000000000000e+00,8.181818181818e-02,-1.494421487603e+00
4.545454545455e-02,0.000000000000e+00,1.000000000000e+00,1.363636363636e-01,-1.484504132231e+00
6.363636363636e-02,0.000000000000e+00,1.000000000000e+00,1.909090909091e-01,-1.469628099174e+00
8.181818181818e-02,0.000000000000e+00,1.000000000000e+00,2.454545454545e-01,-1.449793388430e+00
1.000000000000e-01,0.000000000000e+00,1.000000000000e+00,3.000000000000e-01,-1.425000000000e+00
1.181818181818e-01,0.000000000000e+00,1.000000000000e+00,3.545454545455e-01,-1.395247933884e+00
1.363636363636e-01,0.000000000000e+00,1.000000000000e+00,4.090909090909e-01,-1.360537190083e+00
1.545454545455e-01,0.000000000000e+00,1.000000000000e+00,4.636363636364e-01,-1.320867768595e+00
1.727272727273e-01,0.000000000000e+00,1.000000000000e+00,5.181818181818e-01,-1.276239669421e+00
1.909090909091e-01,0.000000000000e+00,1.000000000000e+00,5.727272727273e-01,-1.226652892562e+00
2.090909090909e-01,0.000000000000e+00,1.000000000000e+00,6.272727272727e-01,-1.172107438017e+00
2.272727272727e-01,0.000000000000e+00,1.000000000000e+00,6.818181818182e-01,-1.112603305785e+00
2.454545454545e-01,0.000000000000e+00,1.000000000000e+00,7.363636363636e-01,-1.048140495868e+00
2.636363636364e-01,0.000000000000e+00,1.000000000000e+00,7.909090909091e-01,-9.787190082645e-01
2.818181818182e-01,0.000000000000e+00,1.000000000000e+00,8.454545454545e-01,-9.043388429752e-01
3.000000000000e-01,0.000000000000e+00,1.000000000000e+00,9.000000000000e-01,-8.250000000000e-01
3.181818181818e-01,0.000000000000e+00,1.000000000000e+00,9.545454545455e-01,-7.407024793388e-01
3.363636363636e-01,0.000000000000e+00,1.000000000000e+00,1.009090909091e+00,-6.514462809917e-01
3.545454545455e-01,0.000000000000e+00,1.000000000000e+00,1.063636363636e+00,-5.572314049587e-01
3.727272727273e-01,0.000000000000e+00,1.000000000000e+00,1.118181818182e+00,-4.580578512397e-01
3.909090909091e-01,0.000000000000e+00,1.000000000000e+00,1.172727272727e+00,-3.539256198347e-01
4.090909090909e-01,0.000000000000e+00,1.000000000000e+00,1.227272727273e+00,-2.448347107438e-01
4.272727272727e-01,0.000000000000e+00,1.000000000000e+00,1.281818181818e+00,-1.307851239669e-01
4.454545454545e-01,0.000000000000e+00,1.000000000000e+00,1.336363636364e+00,-1.177685950413e-02
4.636363636364e-01,0.000000000000e+00,1.000000000000e+00,1.390909090909e+00,1.121900826446e-01
4.818181818182e-01,0.000000000000e+00,1.000000000000e+00,1.445454545455e+00,2.411157024793e-01
5.000000000000e-01,0.000000000000e+00,1.000000000000e+00,1.500000000000e+00,3.750000000000e-01
5.181818181818e-01,0.000000000000e+00,1.000000000000e+00,1.554545454545e+00,5.138429752066e-01
5.363636363636e-01,0.000000000000e+00,1.000000000000e+00,1.609090909091e+00,6.576446280992e-01
5.545454545455e-01,0.000000000000e+00,1.000000000000e+00,1.663636363636e+00,8.064049586777e-01
5.727272727273e-01,0.000000000000e+00,1.000000000000e+00,1.718181818182e+00,9.601239669421e-01
5.909090909091e-01,0.000000000000e+00,1.000000000000e+00,1.772727272727e+00,1.118801652893e+00
6.090909090909e-01,0.000000000000e+00,1.000000000000e+00,1.827272727273e+00,1.282438016529e+00
6.272727272727e-01,0.000000000000e+00,1.000000000000e+00,1.881818181818e+00,1.451033057851e+00
6.454545454545e-01,0.000000000000e+00,1.000000000000e+00,1.936363636364e+00,1.624586776860e+00
6.636363636364e-01,0.000000000000e+00,1.000000000000e+00,1.990909090909e+00,1.803099173554e+00
6.818181818182e-01,0.000000000000e+00,1.000000000000e+00,2.045454545455e+00,1.986570247934e+00
7.000000000000e-01,0.000000000000e+00,1.000000000000e+00,2.100000000000e+00,2.175000000000e+00
7.181818181818e-01,0.000000000000e+00,1.000000000000e+00,2.154545454545e+00,2.368388429752e+00
7.363636363636e-01,0.000000000000e+00,1.000000000000e+00,2.209090909091e+00,2.566735537190e+00
7.545454545455e-01,0.000000000000e+00,1.000000000000e+00,2.263636363636e+00,2.770041322314e+00
7.727272727273e-01,0.000000000000e+00,1.000000000000e+00,2.318181818182e+00,2.978305785124e+00
7.909090909091e-01,0.000000000000e+00,1.000000000000e+00,2.372727272727e+00,3.191528925620e+00
8.090909090909e-01,0.000000000000e+00,1.000000000000e+00,2.427272727273e+00,3.409710743802e+00
8.272727272727e-01,0.000000000000e+00,1.000000000000e+00,2.481818181818e+00,3.632851239669e+00
8.454545454545e-01,0.000000000000e+00,1.000000000000e+00,2.536363636364e+00,3.860950413223e+00
8.636363636364e-01,0.000000000000e+00,1.000000000000e+00,2.590909090909e+00,4.094008264463e+00
8.818181818182e-01,0.000000000000e+00,1.000000000000e+00,2.645454545455e+00,4.332024793388e+00
9.000000000000e-01,0.000000000000e+00,1.000000000000e+00,2.700000000000e+00,4.575000000000e+00
