-1.181818181818e-01,2.000000000000e+00,1.000000000000e+00,-4.790495867769e-01,-3.545454545455e-01,1.000000000000e+00
-1.000000000000e-01,2.000000000000e+00,1.000000000000e+00,-4.850000000000e-01,-3.000000000000e-01,1.000000000000e+00
-8.181818181818e-02,2.000000000000e+00,1.000000000000e+00,-4.899586776860e-01,-2.454545454545e-01,1.000000000000e+00
-6.363636363636e-02,2.000000000000e+00,1.000000000000e+00,-4.939256198347e-01,-1.909090909091e-01,1.000000000000e+00
-4.545454545455e-02,2.000000000000e+00,1.000000000000e+00,-4.969008264463e-01,-1.363636363636e-01,1.000000000000e+00
-2.727272727273e-02,2.000000000000e+00,1.000000000000e+00,-4.988842975207e-01,-8.181818181818e-02,1.000000000000e+00
-9.090909090909e-03,2.000000000000e+00,1.000000000000e+00,-4.998760330579e-01,-2.727272727273e-02,1.000000000000e+00
9.090909090909e-03,2.000000000000e+00,1.000000000000e+00,-4.998760330579e-01,2.727272727273e-02,1.000000000000e+00
2.727272727273e-02,2.000000000000e+00,1.000000000000e+00,-4.988842975207e-01,8.181818181818e-02,1.000000000000e+00
4.545454545455e-02,2.000000000000e+00,1.000000000000e+00,-4.969008264463e-01,1.363636363636e-01,1.000000000000e+00
6.363636363636e-02,2.000000000000e+00,1.000000000000e+00,-4.939256198347e-01,1.909090909091e-01,1.000000000000e+00
8.181818181818e-02,2.000000000000e+00,1.000000000000e+00,-4.899586776860e-01,2.454545454545e-01,1.000000000000e+00
1.000000000000e-01,2.000000000000e+00,1.000000000000e+00,-4.850000000000e-01,3.000000000000e-01,1.000000000000e+00
1.181818181818e-01,2.000000000000e+00,1.000000000000e+00,-4.790495867769e-01,3.545454545455e-01,1.000000000000e+00
1.363636363636e-01,2.000000000000e+00,1.000000000000e+00,-4.721074380165e-01,4.090909090909e-01,1.000000000000e+00
1.545454545455e-01,2.000000000000e+00,1.000000000000e+00,-4.641735537190e-01,4.636363636364e-01,1.000000000000e+00
1.727272727273e-01,2.000000000000e+00,1.000000000000e+00,-4.552479338843e-01,5.181818181818e-01,1.000000000000e+00
1.909090909091e-01,2.000000000000e+00,1.000000000000e+00,-4.453305785124e-01,5.727272727273e-01,1.000000000000e+00
2.090909090909e-01,2.000000000000e+00,1.000000000000e+00,-4.344214876033e-01,6.272727272727e-01,1.000000000000e+00
2.272727272727e-01,2.000000000000e+00,1.000000000000e+00,-4.225206611570e-01,6.818181818182e-01,1.000000000000e+00
2.454545454545e-01,2.000000000000e+00,1.000000000000e+00,-4.096280991736e-01,7.363636363636e-01,1.000000000000e+00
2.636363636364e-01,2.000000000000e+00,1.000000000000e+00,-3.957438016529e-01,7.909090909091e-01,1.000000000000e+00
2.818181818182e-01,2.000000000000e+00,1.000000000000e+00,-3.808677685950e-01,8.454545454545e-01,1.000000000000e+00
3.000000000000e-01,2.000000000000e+00,1.000000000000e+00,-3.650000000000e-01,9.000000000000e-01,1.000000000000e+00
3.181818181818e-01,2.000000000000e+00,1.000000000000e+00,-3.481404958678e-01,9.545454545455e-01,1.000000000000e+00
3.363636363636e-01,2.000000000000e+00,1.000000000000e+00,-3.302892561983e-01,1.009090909091e+00,1.000000000000e+00
3.545454545455e-01,2.000000000000e+00,1.000000000000e+00,-3.114462809917e-01,1.063636363636e+00,1.000000000000e+00
3.727272727273e-01,2.000000000000e+00,1.000000000000e+00,-2.916115702479e-01,1.118181818182e+00,1.000000000000e+00
3.909090909091e-01,2.000000000000e+00,1.000000000000e+00,-2.707851239669e-01,1.172727272727e+00,1.000000000000e+00
4.090909090909e-01,2.000000000000e+00,1.000000000000e+00,-2.489669421488e-01,1.227272727273e+00,1.000000000000e+00
4.272727272727e-01,2.000000000000e+00,1.000000000000e+00,-2.261570247934e-01,1.281818181818e+00,1.000000000000e+00
4.454545454545e-01,2.000000000000e+00,1.000000000000e+00,-2.023553719008e-01,1.336363636364e+00,1.000000000000e+00
4.636363636364e-01,2.000000000000e+00,1.000000000000e+00,-1.775619834711e-01,1.390909090909e+00,1.000000000000e+00
4.818181818182e-01,2.000000000000e+00,1.000000000000e+00,-1.517768595041e-01,1.445454545455e+00,1.000000000000e+00
5.000000000000e-01,2.000000000000e+00,1.000000000000e+00,-1.250000000000e-01,1.500000000000e+00,1.000000000000e+00
5.181818181818e-01,2.000000000000e+00,1.000000000000e+00,-9.723140495868e-02,1.554545454545e+00,1.000000000000e+00
5.363636363636e-01,2.000000000000e+00,1.000000000000e+00,-6.847107438017e-02,1.609090909091e+00,1.000000000000e+00
5.545454545455e-01,2.000000000000e+00,1.000000000000e+00,-3.871900826446e-02,1.663636363636e+00,1.000000000000e+00
5.727272727273e-01,2.000000000000e+00,1.000000000000e+00,-7.975206611570e-03,1.718181818182e+00,1.000000000000e+00
5.909090909091e-01,2.000000000000e+00,1.000000000000e+00,2.376033057851e-02,1.772727272727e+00,1.000000000000e+00
6.090909090909e-01,2.000000000000e+00,1.000000000000e+00,5.648760330579e-02,1.827272727273e+00,1.000000000000e+00
6.272727272727e-01,2.000000000000e+00,1.000000000000e+00,9.020661157025e-02,1.881818181818e+00,1.000000000000e+00
6.454545454545e-01,2.000000000000e+00,1.000000000000e+00,1.249173553719e-01,1.936363636364e+00,1.000000000000e+00
6.636363636364e-01,2.000000000000e+00,1.000000000000e+00,1.606198347107e-01,1.990909090909e+00,1.000000000000e+00
6.818181818182e-01,2.000000000000e+00,1.000000000000e+00,1.973140495868e-01,2.045454545455e+00,1.000000000000e+00
7.000000000000e-01,2.000000000000e+00,1.000000000000e+00,2.350000000000e-01,2.100000000000e+00,1.000000000000e+00
7.181818181818e-01,2.000000000000e+00,1.000000000000e+00,2.736776859504e-01,2.154545454545e+00,1.000000000000e+00
7.363636363636e-01,2.000000000000e+00,1.000000000000e+00,3.133471074380e-01,2.209090909091e+00,1.000000000000e+00
7.545454545455e-01,2.000000000000e+00,1.000000000000e+00,3.540082644628e-01,2.263636363636e+00,1.000000000000e+00
7.727272727273e-01,2.000000000000e+00,1.000000000000e+00,3.956611570248e-01,2.318181818182e+00,1.000000000000e+00
7.909090909091e-01,2.000000000000e+00,1.000000000000e+00,4.383057851240e-01,2.372727272727e+00,1.000000000000e+00
8.090909090909e-01,2.000000000000e+00,1.000000000000e+00,4.819421487603e-01,2.427272727273e+00,1.000000000000e+00
8.272727272727e-01,2.000000000000e+00,1.000000000000e+00,5.265702479339e-01,2.481818181818e+00,1.000000000000e+00
8.454545454545e-01,2.000000000000e+00,1.000000000000e+00,5.721900826446e-01,2.536363636364e+00,1.000000000000e+00
8.636363636364e-01,2.000000000000e+00,1.000000000000e+00,6.188016528926e-01,2.590909090909e+00,1.000000000000e+00
8.818181818182e-01,2.000000000000e+00,1.000000000000e+00,6.664049586777e-01,2.645454545455e+00,1.000000000000e+00
9.000000000000e-01,2.000000000000e+00,1.000000000000e+00,7.150000000000e-01,2.700000000000e+00,1.000000000000e+00
